municipality,state,distributor,regulated_tariff,tariff_start,tariff_end,multiple_distributors
"CAPINZAL DO NORTE",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
CAROLINA,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
CARUTAPERA,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
CAXIAS,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
CEDRAL,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"CENTRAL DO MARANHAO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"CENTRO DO GUILHERME",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"CENTRO NOVO DO MARANHAO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
CHAPADINHA,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
CIDELANDIA,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
CODO,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"COELHO NETO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
COLINAS,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
COROATA,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
CURURUPU,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
DAVINOPOLIS,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"DOM PEDRO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"DUQUE BACELAR",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
ESPERANTINOPOLIS,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
ESTREITO,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"FEIRA NOVA DO MARANHAO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"FORMOSA DA SERRA NEGRA",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"FORTALEZA DOS NOGUEIRAS",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
FORTUNA,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"GODOFREDO VIANA",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"GONCALVES DIAS",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"GOVERNADOR ARCHER",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"GOVERNADOR EDISON LOBAO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"GOVERNADOR EUGENIO BARROS",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"GOVERNADOR LUIZ ROCHA",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"GOVERNADOR NEWTON BELLO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"GOVERNADOR NUNES FREIRE",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"GRACA ARANHA",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
GRAJAU,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
GUIMARAES,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"BOA VISTA DO GURUPI",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"HUMBERTO DE CAMPOS",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
ICATU,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"IGARAPE DO MEIO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"IGARAPE GRANDE",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
IMPERATRIZ,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"ITAPECURU MIRIM",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"ITINGA DO MARANHAO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
JATOBA,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SAO JOSE DOS BASILIOS",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"JOAO LISBOA",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
JOSELANDIA,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"JUNCO DO MARANHAO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"CONCEICAO DO LAGO-ACU",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"LAGO DA PEDRA",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"LAGO DO JUNCO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"LAGO DOS RODRIGUES",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"LAGO VERDE",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"LAGOA DO MATO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"LAGOA GRANDE DO MARANHAO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"LAJEADO NOVO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"LIMA CAMPOS",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
LORETO,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"LUIS DOMINGUES",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"MAGALHAES DE ALMEIDA",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
MARACACUME,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
MARANHAOZINHO,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"MATA ROMA",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
MATINHA,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
MATOES,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"MATOES DO NORTE",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"MILAGRES DO MARANHAO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
MIRADOR,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"MIRANDA DO NORTE",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
MIRINZAL,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
MONCAO,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"MONTES ALTOS",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
MORROS,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"NINA RODRIGUES",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"NOVA COLINAS",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"NOVA IORQUE",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"NOVA OLINDA DO MARANHAO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"OLHO D'AGUA DAS CUNHAS",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"OLINDA NOVA DO MARANHAO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
PALMEIRANDIA,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
PARAIBANO,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
PARNARAMA,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"PASSAGEM FRANCA",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"PASTOS BONS",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"PAULINO NEVES",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"PAULO RAMOS",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
PEDREIRAS,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"PEDRO DO ROSARIO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
PENALVA,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"PERI MIRIM",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
PERITORO,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"PINDARE MIRIM",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
PINHEIRO,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"PIO XII",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
PIRAPEMAS,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"POCAO DE PEDRAS",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"PORTO FRANCO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"PORTO RICO DO MARANHAO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"PRESIDENTE JUSCELINO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"PRESIDENTE MEDICI",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"PRESIDENTE SARNEY",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"PRESIDENTE VARGAS",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"PRESIDENTE DUTRA",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"PRIMEIRA CRUZ",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
RIACHAO,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"RIBAMAR FIQUENE",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
ROSARIO,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
SAMBAIBA,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SANTA FILOMENA DO MARANHAO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SANTA HELENA",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SANTA INES",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SANTA LUZIA",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SANTA LUZIA DO PARUA",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SANTA QUITERIA DO MARANHAO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SANTA RITA",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SANTANA DO MARANHAO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SANTO AMARO DO MARANHAO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SAO BENEDITO DO RIO PRETO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SAO BENTO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SAO BERNARDO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SAO DOMINGOS DO AZEITAO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SAO DOMINGOS DO MARANHAO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SAO FELIX DE BALSAS",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SAO FRANCISCO DO MARANHAO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SAO FRANCISCO DO BREJAO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SAO JOAO BATISTA",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SAO JOAO DO CARU",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SAO JOAO DO PARAISO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SAO JOAO DO SOTER",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SAO JOAO DOS PATOS",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SAO LUIS GONZAGA DO MARANHAO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SAO MATEUS DO MARANHAO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SAO PEDRO DA AGUA BRANCA",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SAO PEDRO DOS CRENTES",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SAO RAIMUNDO DAS MANGABEIRAS",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SAO RAIMUNDO DO DOCA BEZERRA",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SAO ROBERTO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SAO VICENTE FERRER",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
SATUBINHA,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SENADOR ALEXANDRE COSTA",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SENADOR LA ROCQUE",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SERRANO DO MARANHAO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SITIO NOVO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SANTO ANTONIO DOS LOPES",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SUCUPIRA DO NORTE",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"SUCUPIRA DO RIACHAO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"TASSO FRAGOSO",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
TIMBIRAS,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"TRIZIDELA DO VALE",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
TUFILANDIA,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
TUNTUM,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
TURIACU,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
TURILANDIA,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
TUTOIA,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"URBANO SANTOS",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"VARGEM GRANDE",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
VIANA,MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"VILA NOVA DOS MARTIRIOS",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"VITORIA DO MEARIM",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"VITORINO FREIRE",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"ZE DOCA",MA,"EQUATORIAL MA",0.84318,2026-01-01,2026-08-27,0
"ALMIRANTE TAMANDARE",PR,COPEL-DIS,0.64242,2026-01-01,2026-06-23,0
ITARUMA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
MUNHOZ,MG,EEB,,,,0
TOLEDO,MG,EEB,,,,0
"PRESIDENTE PRUDENTE",SP,ESS,0.74576,2026-01-01,2026-07-11,0
CANOAS,RS,"RGE SUL",,,,0
"NOVO HAMBURGO",RS,"RGE SUL",,,,0
"SANTA MARIA",RS,"RGE SUL",,,,1
ITAPEVA,MG,EEB,,,,0
CAMBUI,MG,EEB,,,,0
"CORREGO DO BOM JESUS",MG,EEB,,,,0
ESTIVA,MG,EEB,,,,1
"SENADOR AMARAL",MG,EEB,,,,0
PINHALZINHO,SP,EEB,,,,0
"PEDRA BELA",SP,EEB,,,,0
TUIUTI,SP,EEB,,,,0
EXTREMA,MG,EEB,,,,0
VARGEM,SP,EEB,,,,0
TURVANIA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
GOUVELANDIA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"SAO LUIS DE MONTES BELOS",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
JOVIANIA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"SANTA HELENA DE GOIAS",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"FLORES DE GOIAS",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
SILVANIA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
MONTIVIDIU,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
CEZARINA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"BOM JARDIM DE GOIAS",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
PIRANHAS,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
RUBIATABA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
PARAUNA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
GOIANESIA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
QUIRINOPOLIS,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
FORMOSA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
CRIXAS,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"SANTA TEREZA DE GOIAS",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
FORMOSO,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"FAZENDA NOVA",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"PIRES DO RIO",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
GOIAS,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
ITAPACI,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
ITAGUARU,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"ALTO PARAISO DE GOIAS",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"SAO MIGUEL DO ARAGUAIA",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
JANDAIA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"PALMEIRAS DE GOIAS",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"VILA BOA",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"CAMPOS BELOS",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
MAURILANDIA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
CAIAPONIA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"CACHOEIRA DOURADA",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"SANTO ANTONIO DO DESCOBERTO",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
HIDROLANDIA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"BARRO ALTO",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
PIRENOPOLIS,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
INDIARA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
TRINDADE,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"AMERICANO DO BRASIL",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
ITAUCU,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
FIRMINOPOLIS,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
EDEIA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
MINEIROS,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"ALVORADA DO NORTE",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
ALEXANIA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
ARAGARCAS,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"MARA ROSA",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
PARANAIGUARA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"RIO VERDE",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"BELA VISTA DE GOIAS",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
CATALAO,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
ANICUNS,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
ADELANDIA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"BURITI ALEGRE",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
ITAPIRAPUA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
POSSE,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
JATAI,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"APARECIDA DO RIO DOCE",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
SERRANOPOLIS,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
JUSSARA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
NEROPOLIS,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
ARAGUAPAZ,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
IPORA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
INHUMAS,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
GOIANIRA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
SANCLERLANDIA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
CABECEIRAS,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"CACHOEIRA ALTA",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
ITAGUARI,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
GUAPO,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
ACREUNA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
NIQUELANDIA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"COLINAS DO SUL",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
NAZARIO,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"CALDAS NOVAS",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"SENADOR CANEDO",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
GOIANDIRA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
ABADIANIA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
GOIANAPOLIS,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
GOIATUBA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"NOVA CRIXAS",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"AGUAS LINDAS DE GOIAS",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"SANTA BARBARA DE GOIAS",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
ITUMBIARA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
ANAPOLIS,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
GOIANIA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"APARECIDA DE GOIANIA",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
ARAGOIANIA,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"CAMPESTRE DE GOIAS",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
"COCALZINHO DE GOIAS",GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
MINACU,GO,"EQUATORIAL GO",0.89181,2026-01-01,2026-10-21,0
PARANAGUA,PR,COPEL-DIS,0.64242,2026-01-01,2026-06-23,0
"SAO JOAO DO POLESINE",RS,UHENPAL,0.73436,2026-01-01,2026-07-21,1
"NOVA PALMA",RS,UHENPAL,0.73436,2026-01-01,2026-07-21,1
"SILVEIRA MARTINS",RS,UHENPAL,0.73436,2026-01-01,2026-07-21,0
IVORA,RS,"RGE SUL",,,,1
"JULIO DE CASTILHOS",RS,RGE,0.8222,2026-01-01,2026-06-18,1
ITAJOBI,SP,CNEE,,,,1
PINDORAMA,SP,CNEE,,,,1
"BARRA DO PIRAI",RJ,"LIGHT SESA",0.88056,2026-03-15,2027-03-14,0
VALENCA,RJ,"LIGHT SESA",0.88056,2026-03-15,2027-03-14,0
PINHEIRAL,RJ,"LIGHT SESA",0.88056,2026-03-15,2027-03-14,0
PIRAI,RJ,"LIGHT SESA",0.88056,2026-03-15,2027-03-14,0
"RIO CLARO",RJ,"LIGHT SESA",0.88056,2026-03-15,2027-03-14,0
"MIGUEL PEREIRA",RJ,"LIGHT SESA",0.88056,2026-03-15,2027-03-14,0
"PATY DO ALFERES",RJ,"LIGHT SESA",0.88056,2026-03-15,2027-03-14,0
"RIO DAS FLORES",RJ,"LIGHT SESA",0.88056,2026-03-15,2027-03-14,0
VASSOURAS,RJ,"LIGHT SESA",0.88056,2026-03-15,2027-03-14,0
"BARRA MANSA",RJ,"LIGHT SESA",0.88056,2026-03-15,2027-03-14,0
"VOLTA REDONDA",RJ,"LIGHT SESA",0.88056,2026-03-15,2027-03-14,0
QUATIS,RJ,"LIGHT SESA",0.88056,2026-03-15,2027-03-14,0
"BELMIRO BRAGA",MG,CEMIG-D,0.90329,2026-05-28,2027-05-27,1
"RIO PRETO",MG,CEMIG-D,0.90329,2026-05-28,2027-05-27,1
"ENGENHEIRO PAULO DE FRONTIN",RJ,"LIGHT SESA",0.88056,2026-03-15,2027-03-14,0
MENDES,RJ,"LIGHT SESA",0.88056,2026-03-15,2027-03-14,0
PARACAMBI,RJ,"LIGHT SESA",0.88056,2026-03-15,2027-03-14,0
ITAGUAI,RJ,"LIGHT SESA",0.88056,2026-03-15,2027-03-14,0
SEROPEDICA,RJ,"LIGHT SESA",0.88056,2026-03-15,2027-03-14,0
JAPERI,RJ,"LIGHT SESA",0.88056,2026-03-15,2027-03-14,0
QUEIMADOS,RJ,"LIGHT SESA",0.88056,2026-03-15,2027-03-14,0
"SANTANA DO SAO FRANCISCO",SE,ESE,0.75461,2026-04-22,2027-04-21,0
"BREJO GRANDE",SE,ESE,0.75461,2026-04-22,2027-04-21,0
"ILHA DAS FLORES",SE,ESE,0.75461,2026-04-22,2027-04-21,0
